selected,total,duration,solving_time,instant,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,"(1, 9)","(2, 10)","(3, 11)","(9, 1)","(10, 2)","(11, 3)","(12, 4)","(13, 5)","(14, 6)","(15, 7)","(16, 8)","(10, 9)","(9, 10)","(11, 10)","(10, 11)","(12, 11)","(11, 12)","(13, 12)","(12, 13)","(14, 13)","(13, 14)","(15, 14)","(14, 15)","(16, 15)","(15, 16)","(9, 16)","(16, 9)","(10, 17)","(17, 10)","(12, 17)","(17, 12)","(14, 17)","(17, 14)","(16, 17)","(17, 16)","(10, 18)","(18, 10)","(12, 18)","(18, 12)","(14, 18)","(18, 14)","(16, 18)","(18, 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,11.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,16.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,21.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,26.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,31.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,36.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
0.0,0.0,0.0,0.0,41.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.82,0.74,0.76,0.54,0.0,0.84,0.0,0.14,0.674,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.253,0.355,0.116,0.11,0.075,0.07,0.038,0.0,0.19,0.0,0.0,0.0,0.0,0.042,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.002,0.015,0.0,0.056,0.0054,0.001,0.0
